,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool
3390,67,18,2950000,4.0,404.0,1,0.0,1.0,130.0,1.0,860.0,404.0,404.0,3.0,6,0.0
3391,237,120,2950000,7.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,749.0,4.0,0,0.0
3392,518,220,2950000,3.0,200.0,1,0.0,0.0,0.0,0.0,0.0,200.0,200.0,4.0,0,0.0
3393,176,453,2950000,5.0,550.0,1,0.0,0.0,0.0,0.0,0.0,550.0,3422.0,2.0,6,0.0
3394,170,120,2950000,6.0,550.0,1,0.0,1.0,110.0,0.0,0.0,550.0,3422.0,4.0,0,0.0
3395,237,19,2950000,20.0,1065.0,1,1.0,0.0,0.0,0.0,0.0,1065.0,365.0,2.0,3,0.0
3396,386,453,2950000,6.0,778.0,1,0.0,1.0,150.0,1.0,10213.0,778.0,10213.0,4.0,0,0.0
3397,33,241,2950000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,2290.0,2.0,0,0.0
3398,305,453,2950000,5.0,475.0,1,0.0,0.0,0.0,0.0,0.0,475.0,4500.0,4.0,6,0.0
3399,87,156,2900000,6.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,30000.0,4.0,1,0.0
3400,7,18,2900000,5.0,201.43684820393972,0,0.0,1.0,20.0,0.0,0.0,201.43684820393972,201.43684820393972,3.0,0,0.0
3401,26,156,2900000,6.0,440.0,4,0.0,1.0,119.0,0.0,0.0,440.0,440.0,2.0,6,0.0
3402,26,19,2900000,7.0,400.0,4,0.0,1.0,11.0,0.0,0.0,400.0,600.0,2.0,2,0.0
3403,115,19,2900000,13.0,800.0,1,0.0,0.0,0.0,0.0,0.0,800.0,675.0,4.0,1,0.0
3404,382,453,2895000,5.0,902.0,1,0.0,1.0,150.0,1.0,7129.0,902.0,7129.0,4.0,0,0.0
3405,1760,18,2875000,3.0,160.0,4,0.0,0.0,0.0,0.0,0.0,160.0,160.0,3.0,0,0.0
3406,67,19,2875000,9.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,1000.0,2.0,0,0.0
3407,26,437,465000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,201.43684820393972,2.0,6,0.0
3408,128,156,2850000,5.0,900.0,0,0.0,0.0,0.0,1.0,1260.0,900.0,3160.0,4.0,0,0.0
3409,128,453,2850000,6.0,900.0,0,0.0,0.0,0.0,0.0,0.0,900.0,3160.0,4.0,0,0.0
3410,128,453,2850000,6.0,900.0,1,0.0,0.0,0.0,0.0,0.0,900.0,3161.0,4.0,0,0.0
3411,1760,18,2850000,3.0,181.0,4,0.0,0.0,0.0,0.0,0.0,181.0,181.0,2.0,0,0.0
3412,1760,18,2850000,4.0,181.0,4,0.0,0.0,0.0,0.0,0.0,181.0,181.0,2.0,6,0.0
3413,67,106,2850000,3.0,350.0,1,0.0,1.0,100.0,1.0,235.0,350.0,350.0,4.0,0,0.0
3414,67,106,2850000,3.0,345.0,4,0.0,1.0,80.0,1.0,235.0,345.0,345.0,2.0,0,0.0
3415,1760,18,2850000,3.0,181.0,4,0.0,1.0,16.0,0.0,0.0,181.0,181.0,2.0,0,0.0
3416,1812,18,2850000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,201.43684820393972,2.0,6,0.0
3417,1879,156,2817145,3.0,3000.0,1,0.0,0.0,0.0,0.0,0.0,3000.0,3602.0,2.0,1,0.0
3418,1879,241,2817145,3.0,3000.0,1,0.0,0.0,0.0,0.0,0.0,3000.0,3602.0,2.0,1,0.0
3419,26,156,2800000,6.0,660.0,0,0.0,1.0,100.0,0.0,0.0,660.0,2300.0,4.0,3,0.0
3420,61,19,2800000,10.0,1000.0,0,0.0,0.0,0.0,1.0,1500.0,1000.0,1988.0,4.0,1,0.0
3421,59,19,2800000,11.0,600.0,1,0.0,0.0,0.0,0.0,0.0,600.0,1900.0,4.0,1,0.0
3422,239,120,2800000,6.0,910.0,4,0.0,0.0,0.0,0.0,0.0,910.0,502.0,2.0,6,0.0
3423,68,235,2800000,6.0,750.0,0,0.0,1.0,1.0,0.0,0.0,750.0,284.0,3.0,0,0.0
3424,362,19,2800000,36.0,1875.0,1,0.0,0.0,0.0,0.0,0.0,1875.0,389.0,3.0,1,0.0
3425,2072,120,2800000,14.0,1150.0,1,0.0,0.0,0.0,0.0,0.0,1150.0,1450.0,2.0,6,0.0
3426,2072,453,2800000,14.0,1150.0,1,1.0,0.0,0.0,0.0,0.0,1150.0,1450.0,2.0,6,0.0
3427,243,453,2800000,7.0,658.0,3,0.0,0.0,0.0,0.0,0.0,658.0,2800.0,4.0,4,0.0
3428,1256,61,2800000,10.0,1367.0,1,0.0,0.0,0.0,0.0,0.0,1367.0,17338.0,2.0,1,0.0
3429,48,19,2800000,9.0,835.0,1,0.0,0.0,0.0,1.0,242.0,835.0,432.0,2.0,0,0.0
3430,60,19,2800000,11.0,830.0,1,0.0,1.0,25.0,1.0,1440.0,830.0,1988.0,4.0,3,0.0
3431,1743,235,2800000,3.0,439.0,1,0.0,0.0,0.0,0.0,0.0,439.0,735.0,2.0,0,0.0
3432,1760,148,2795000,3.0,105.0,0,0.0,0.0,0.0,1.0,150.0,105.0,105.0,2.0,0,0.0
3433,1760,284,2795000,3.0,226.0,0,0.0,1.0,28.0,0.0,0.0,226.0,226.0,2.0,0,0.0
3434,1759,18,2795000,3.0,95.0,1,0.0,0.0,0.0,0.0,0.0,95.0,95.0,2.0,6,0.0
3435,67,453,2750000,7.0,201.43684820393972,0,0.0,0.0,0.0,0.0,0.0,201.43684820393972,2600.0,4.0,0,0.0
3436,231,453,2750000,9.0,478.0,1,0.0,1.0,30.0,0.0,0.0,478.0,8000.0,4.0,3,0.0
3437,117,156,2750000,7.0,800.0,0,0.0,0.0,0.0,1.0,14527.0,800.0,15327.0,4.0,0,0.0
3438,231,453,2750000,7.0,475.0,1,0.0,0.0,0.0,1.0,7700.0,475.0,7925.0,4.0,1,0.0
3439,26,235,2750000,6.0,668.0,0,0.0,0.0,0.0,0.0,0.0,668.0,870.0,2.0,0,0.0
3440,71,235,2750000,6.0,420.0,0,0.0,0.0,0.0,0.0,0.0,420.0,870.0,2.0,0,0.0
3441,71,235,2750000,6.0,530.0,0,0.0,1.0,30.0,1.0,685.0,530.0,845.0,2.0,0,0.0
3442,115,453,2750000,7.0,680.0,0,0.0,0.0,0.0,0.0,0.0,680.0,10500.0,4.0,0,0.0
3443,114,156,2750000,7.0,800.0,1,0.0,0.0,0.0,0.0,0.0,800.0,15000.0,4.0,0,0.0
3444,26,120,2750000,6.0,668.0,0,0.0,1.0,30.0,1.0,500.0,668.0,690.0,2.0,0,0.0
3445,115,120,2750000,7.0,680.0,0,0.0,1.0,200.0,0.0,0.0,680.0,15300.0,4.0,0,0.0
3446,115,120,2750000,7.0,620.0,1,0.0,0.0,0.0,0.0,0.0,620.0,15000.0,4.0,0,0.0
3447,382,453,2750000,5.0,750.0,0,0.0,0.0,0.0,1.0,150.0,750.0,750.0,4.0,2,0.0
3448,314,235,2750000,10.0,600.0,1,0.0,0.0,0.0,0.0,0.0,600.0,3171.0,2.0,1,0.0
3449,382,453,2750000,5.0,750.0,1,0.0,0.0,0.0,0.0,0.0,750.0,13000.0,4.0,0,0.0
3450,388,453,2750000,6.0,1085.0,0,0.0,0.0,0.0,0.0,0.0,1085.0,9084.0,4.0,6,0.0
3451,67,235,2750000,7.0,500.0,0,0.0,0.0,0.0,0.0,0.0,500.0,2600.0,4.0,6,0.0
3452,170,453,2740000,5.0,620.0,5,0.0,0.0,0.0,0.0,0.0,620.0,2720.0,4.0,0,0.0
3453,26,106,2700000,5.0,557.0,0,0.0,1.0,50.0,1.0,60.0,557.0,557.0,2.0,0,0.0
3454,26,443,2700000,5.0,566.0,0,0.0,1.0,50.0,1.0,100.0,566.0,566.0,2.0,1,0.0
3455,125,19,2700000,2.0,989.0,1,0.0,0.0,0.0,0.0,0.0,989.0,989.0,2.0,6,0.0
3456,161,120,2700000,16.0,975.0,5,0.0,1.0,40.0,1.0,10000.0,975.0,10002.0,4.0,1,0.0
3457,1773,120,2699000,4.0,201.43684820393972,4,1.0,1.0,100.0,1.0,4000.0,201.43684820393972,4997.0,4.0,1,0.0
3458,1772,82,2699000,4.0,272.0,1,0.0,0.0,0.0,0.0,0.0,272.0,4997.0,4.0,0,0.0
3459,5,19,2685000,10.0,648.0,1,0.0,1.0,54.0,0.0,0.0,648.0,400.0,3.0,0,0.0
3460,61,19,2685000,10.0,648.0,1,0.0,1.0,54.0,0.0,0.0,648.0,400.0,3.0,0,0.0
3461,325,453,2675000,8.0,800.0,0,0.0,0.0,0.0,1.0,2200.0,800.0,800.0,4.0,6,0.0
3462,326,453,2675000,8.0,800.0,1,0.0,0.0,0.0,1.0,4500.0,800.0,4500.0,2.0,6,0.0
3463,327,120,2675000,8.0,800.0,0,0.0,0.0,0.0,1.0,2500.0,800.0,4500.0,4.0,0,0.0
3464,26,156,2650000,6.0,530.0,1,0.0,1.0,1.0,0.0,0.0,530.0,530.0,2.0,0,0.0
3465,1812,156,2650000,10.0,201.43684820393972,6,0.0,0.0,0.0,1.0,7254.0,201.43684820393972,7254.0,4.0,1,0.0
3466,26,120,2650000,5.0,530.0,0,0.0,0.0,0.0,0.0,0.0,530.0,530.0,3.0,1,0.0
3467,25,235,2650000,9.0,201.43684820393972,1,0.0,0.0,0.0,1.0,50.0,201.43684820393972,290.0,3.0,1,0.0
3468,19,19,2650000,7.0,570.0,0,1.0,1.0,36.0,1.0,156.0,570.0,325.0,2.0,0,0.0
3469,1812,175,2650000,2.0,1295.0,1,1.0,0.0,0.0,0.0,0.0,1295.0,1295.0,3.0,1,0.0
3470,1813,241,2650000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,1168.0,2.0,0,0.0
3471,386,453,2650000,5.0,1000.0,4,0.0,0.0,0.0,0.0,0.0,1000.0,9665.0,4.0,6,0.0
3472,26,19,2625000,5.0,555.0,1,0.0,0.0,0.0,1.0,117.0,555.0,565.0,2.0,3,0.0
3473,1760,106,2617000,3.0,157.0,4,0.0,1.0,23.0,0.0,0.0,157.0,157.0,2.0,0,0.0
3474,1759,18,2617000,3.0,157.0,1,0.0,0.0,0.0,0.0,0.0,157.0,157.0,2.0,0,0.0
3475,67,453,2600000,6.0,430.0,1,0.0,0.0,0.0,0.0,0.0,430.0,1425.0,4.0,1,0.0
3476,173,156,2600000,5.0,900.0,0,0.0,0.0,0.0,1.0,4100.0,900.0,5000.0,4.0,4,0.0
3477,67,453,2600000,4.0,331.0,1,0.0,0.0,0.0,0.0,0.0,331.0,1425.0,2.0,1,0.0
3478,67,453,2600000,5.0,400.0,0,0.0,1.0,60.0,1.0,700.0,400.0,1425.0,4.0,6,0.0
3479,239,235,2600000,5.0,750.0,3,0.0,1.0,25.0,1.0,160.0,750.0,430.0,2.0,1,0.0
3480,1942,235,2600000,5.0,621.0,4,0.0,0.0,0.0,1.0,1273.0,621.0,1438.0,2.0,0,0.0
3481,174,120,2600000,6.0,900.0,0,0.0,0.0,0.0,0.0,0.0,900.0,4970.0,4.0,0,0.0
3482,115,453,2600000,8.0,1163.0,1,0.0,0.0,0.0,0.0,0.0,1163.0,12900.0,4.0,6,0.0
3483,1770,18,2595000,4.0,174.0,0,0.0,0.0,0.0,0.0,0.0,174.0,174.0,2.0,0,0.0
3484,1760,106,2595000,4.0,174.0,4,1.0,0.0,0.0,0.0,0.0,174.0,174.0,2.0,0,0.0
3485,1759,18,2595000,4.0,201.43684820393972,1,1.0,0.0,0.0,0.0,0.0,201.43684820393972,201.43684820393972,2.0,6,0.0
3486,1770,106,2595000,4.0,174.0,0,1.0,0.0,0.0,0.0,0.0,174.0,174.0,2.0,0,0.0
3487,1844,61,2550000,5.0,800.0,1,0.0,0.0,0.0,0.0,0.0,800.0,21000.0,2.0,6,0.0
3488,699,241,2550000,2.0,2520.0,1,0.0,0.0,0.0,0.0,0.0,2520.0,2520.0,4.0,6,0.0
3489,2091,453,2540000,3.0,354.0,1,0.0,0.0,0.0,0.0,0.0,354.0,5576.0,4.0,0,0.0
3490,24,241,2520000,2.0,750.0,1,1.0,1.0,24.0,1.0,39.0,750.0,193.0,2.0,0,0.0
3491,26,284,2500000,4.0,277.0,0,0.0,1.0,111.0,0.0,0.0,277.0,277.0,4.0,0,0.0
3492,26,284,2500000,4.0,277.0,4,0.0,1.0,111.0,0.0,0.0,277.0,277.0,2.0,0,0.0
3493,26,18,2500000,4.0,277.0,4,0.0,1.0,87.0,0.0,0.0,277.0,277.0,4.0,2,0.0
3494,26,297,193500,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,201.43684820393972,2.0,6,0.0
3495,26,285,1100000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,201.43684820393972,2.0,6,0.0
3496,26,156,2500000,10.0,201.43684820393972,1,0.0,1.0,10.0,0.0,0.0,201.43684820393972,386.0,2.0,0,0.0
3497,26,18,2500000,4.0,277.0,4,0.0,1.0,111.0,0.0,0.0,277.0,277.0,2.0,0,0.0
3498,239,284,2500000,3.0,400.0,0,0.0,1.0,10.0,0.0,0.0,400.0,400.0,2.0,0,0.0
3499,26,18,2500000,4.0,227.0,1,0.0,1.0,87.0,0.0,0.0,227.0,227.0,4.0,0,0.0
3500,173,156,2500000,5.0,400.0,0,0.0,1.0,20.0,1.0,1700.0,400.0,2590.0,4.0,0,0.0
3501,26,241,2500000,2.0,550.0,3,0.0,1.0,20.0,1.0,50.0,550.0,512.0,2.0,1,0.0
3502,173,156,2500000,5.0,400.0,0,0.0,1.0,30.0,1.0,2290.0,400.0,2490.0,4.0,0,0.0
3503,238,235,2500000,5.0,201.43684820393972,0,0.0,1.0,29.0,1.0,159.0,201.43684820393972,308.0,2.0,0,0.0
3504,61,453,2500000,8.0,201.43684820393972,5,0.0,0.0,0.0,0.0,0.0,201.43684820393972,1700.0,4.0,0,0.0
3505,26,18,2500000,4.0,277.0,0,0.0,0.0,0.0,0.0,0.0,277.0,277.0,2.0,0,0.0
3506,87,453,2500000,8.0,1241.0,0,0.0,0.0,0.0,0.0,0.0,1241.0,3089.0,4.0,6,0.0
3507,1666,19,2500000,1.0,201.43684820393972,2,0.0,0.0,0.0,0.0,0.0,201.43684820393972,201.43684820393972,2.0,2,0.0
3508,237,235,2500000,5.0,624.0,1,0.0,0.0,0.0,0.0,0.0,624.0,308.0,2.0,2,0.0
3509,111,120,2500000,5.0,465.0,0,0.0,0.0,0.0,0.0,0.0,465.0,10095.0,4.0,0,0.0
3510,305,156,2500000,5.0,621.0,1,0.0,0.0,0.0,0.0,0.0,621.0,13000.0,4.0,1,0.0
3511,237,156,2500000,5.0,800.0,1,0.0,0.0,0.0,1.0,212.0,800.0,515.0,2.0,1,0.0
3512,386,453,2500000,5.0,750.0,1,0.0,1.0,275.0,0.0,0.0,750.0,5123.0,4.0,6,0.0
3513,395,241,2500000,8.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,196.0,2.0,6,0.0
3514,21,241,2500000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,504.0,2.0,0,0.0
3515,1760,456,2299000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,201.43684820393972,2.0,6,0.0
3516,1765,456,2299000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,201.43684820393972,2.0,6,0.0
3517,1760,18,2499000,3.0,162.0,1,0.0,0.0,0.0,0.0,0.0,162.0,162.0,2.0,6,0.0
3518,2045,453,2499000,6.0,600.0,1,0.0,0.0,0.0,0.0,0.0,600.0,50000.0,2.0,0,0.0
3520,74,235,2495000,6.0,201.43684820393972,0,0.0,1.0,48.0,0.0,0.0,201.43684820393972,561.0,2.0,0,0.0
3521,67,453,2495000,5.0,425.0,0,0.0,1.0,64.0,1.0,1667.0,425.0,1667.0,4.0,0,0.0
3522,75,156,2495000,7.0,460.0,0,0.0,1.0,48.0,1.0,390.0,460.0,564.0,2.0,2,0.0
3523,67,120,2495000,4.0,201.43684820393972,1,0.0,1.0,95.0,0.0,0.0,201.43684820393972,1049.0,2.0,6,0.0
3524,388,453,2495000,5.0,800.0,1,0.0,0.0,0.0,1.0,6500.0,800.0,6629.0,2.0,6,0.0
3525,388,453,2495000,5.0,800.0,4,0.0,0.0,0.0,0.0,0.0,800.0,6629.0,4.0,0,0.0
3526,305,453,2495000,6.0,687.0,4,0.0,1.0,50.0,1.0,2905.0,687.0,2905.0,4.0,0,0.0
3527,67,148,2490000,3.0,300.0,4,0.0,1.0,56.0,1.0,860.0,300.0,300.0,4.0,2,0.0
3528,128,453,2490000,7.0,650.0,1,0.0,0.0,0.0,0.0,0.0,650.0,11472.0,4.0,0,0.0
3529,412,453,2490000,5.0,645.0,1,0.0,1.0,25.0,0.0,0.0,645.0,1800.0,4.0,0,0.0
3530,412,156,2490000,5.0,480.0,0,0.0,1.0,25.0,0.0,0.0,480.0,1792.0,4.0,6,0.0
3531,212,61,2480000,10.0,850.0,1,0.0,0.0,0.0,1.0,950002.0,850.0,95000.0,4.0,3,0.0
3532,212,120,2480000,10.0,880.0,1,0.0,0.0,0.0,0.0,0.0,880.0,95000.0,2.0,6,0.0
3533,412,453,2475000,7.0,720.0,1,0.0,0.0,0.0,0.0,0.0,720.0,5800.0,4.0,6,0.0
3534,2097,156,2475000,5.0,759.0,0,0.0,1.0,28.0,1.0,1800.0,759.0,3348.0,4.0,0,0.0
3535,382,453,2475000,5.0,1200.0,1,0.0,0.0,0.0,0.0,0.0,1200.0,8444.0,4.0,0,0.0
3536,1760,284,2470000,2.0,111.0,4,0.0,1.0,90.0,0.0,0.0,111.0,111.0,2.0,1,0.0
3537,1760,284,2470000,2.0,111.0,1,0.0,1.0,90.0,0.0,0.0,111.0,111.0,2.0,1,0.0
3538,1762,18,2470000,2.0,111.0,0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,3.0,0,0.0
3539,1760,284,2470000,2.0,111.0,1,0.0,0.0,0.0,0.0,0.0,111.0,111.0,2.0,0,0.0
3540,239,156,2450000,6.0,446.0,4,1.0,0.0,0.0,1.0,266.0,446.0,266.0,3.0,0,0.0
3541,115,156,2450000,6.0,810.0,1,0.0,1.0,55.0,0.0,0.0,810.0,5136.0,4.0,0,0.0
3542,115,156,2450000,8.0,730.0,0,0.0,1.0,200.0,1.0,2000.0,730.0,3000.0,4.0,0,0.0
3543,115,453,2450000,8.0,730.0,1,0.0,0.0,0.0,0.0,0.0,730.0,3000.0,2.0,1,0.0
3544,115,120,2450000,8.0,730.0,0,0.0,0.0,0.0,0.0,0.0,730.0,3000.0,4.0,0,0.0
3545,115,453,2450000,8.0,730.0,0,0.0,1.0,100.0,1.0,2000.0,730.0,3000.0,4.0,0,0.0
3546,388,453,2450000,4.0,614.0,0,0.0,1.0,66.0,1.0,3617.0,614.0,3904.0,4.0,2,0.0
3547,239,156,2450000,7.0,592.0,1,0.0,0.0,0.0,0.0,0.0,592.0,446.0,3.0,6,0.0
3548,2095,120,2450000,5.0,1200.0,0,0.0,0.0,0.0,0.0,0.0,1200.0,11036.0,2.0,0,0.0
3549,439,241,2450000,2.0,3163.0,1,0.0,0.0,0.0,0.0,0.0,3163.0,1600.0,2.0,1,0.0
3550,378,453,2450000,5.0,744.0,1,0.0,0.0,0.0,0.0,0.0,744.0,8100.0,4.0,1,0.0
3551,2097,120,2450000,5.0,962.0,1,0.0,0.0,0.0,0.0,0.0,962.0,7406.0,4.0,2,0.0
3552,240,156,2430000,7.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,446.0,3.0,0,0.0
3553,239,235,2430000,7.0,592.0,1,0.0,0.0,0.0,0.0,0.0,592.0,446.0,3.0,1,0.0
3554,1760,18,2425000,3.0,160.0,1,0.0,0.0,0.0,0.0,0.0,160.0,160.0,2.0,0,0.0
3555,328,234,2420000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,60000.0,2.0,6,0.0
3556,127,453,2400000,5.0,288.0,1,0.0,0.0,0.0,0.0,0.0,288.0,7700.0,2.0,1,0.0
3557,1778,18,2400000,3.0,152.0,4,0.0,1.0,30.0,0.0,0.0,152.0,152.0,2.0,6,0.0
3558,1778,148,2400000,3.0,149.0,4,0.0,1.0,14.0,1.0,350.0,149.0,149.0,2.0,6,0.0
3559,1549,453,2400000,5.0,536.0,0,0.0,0.0,0.0,0.0,0.0,536.0,7165.0,4.0,0,0.0
3560,1610,453,2400000,5.0,536.0,4,0.0,0.0,0.0,0.0,0.0,536.0,7165.0,4.0,0,0.0
3561,127,453,2400000,5.0,280.0,0,0.0,1.0,30.0,1.0,7000.0,280.0,7700.0,4.0,1,0.0
3562,127,156,2400000,5.0,290.0,1,0.0,1.0,100.0,1.0,7800.0,290.0,7800.0,4.0,1,0.0
3563,1547,453,2400000,4.0,536.0,0,0.0,0.0,0.0,1.0,5000.0,536.0,6714.0,4.0,0,0.0
3564,1610,18,2400000,3.0,333.0,1,0.0,1.0,60.0,0.0,0.0,333.0,333.0,3.0,6,0.0
3565,18,19,2400000,6.0,1242.0,1,0.0,1.0,25.0,1.0,615.0,1242.0,1115.0,2.0,6,0.0
3566,1610,19,2400000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,201.43684820393972,4.0,0,0.0
3567,1743,120,2399000,5.0,400.0,0,0.0,1.0,100.0,1.0,100.0,400.0,334.0,4.0,0,0.0
3568,1743,235,2399000,6.0,400.0,0,0.0,1.0,100.0,0.0,0.0,400.0,334.0,2.0,0,0.0
3569,193,453,2395000,6.0,540.0,1,0.0,0.0,0.0,0.0,0.0,540.0,39438.0,4.0,0,0.0
3570,395,241,2395000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,287.0,2.0,1,0.0
3571,305,453,2395000,7.0,1000.0,1,0.0,0.0,0.0,0.0,0.0,1000.0,2013.0,4.0,0,0.0
3572,67,453,2390000,5.0,468.0,4,0.0,1.0,60.0,1.0,550.0,468.0,1160.0,4.0,0,0.0
3573,67,120,2390000,5.0,480.0,1,0.0,0.0,0.0,1.0,500.0,480.0,1160.0,4.0,0,0.0
3574,2077,19,2390000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,300.0,4.0,1,0.0
3575,626,19,2376309,22.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,350.0,4.0,0,0.0
3576,1942,453,2375000,5.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,943.0,4.0,0,0.0
3577,239,241,2375000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,201.43684820393972,2.0,6,0.0
3578,1760,284,2350000,2.0,126.0,4,0.0,0.0,0.0,0.0,0.0,126.0,126.0,2.0,0,0.0
3579,26,235,2350000,5.0,540.0,0,0.0,1.0,50.0,0.0,0.0,540.0,170.0,2.0,0,0.0
3580,417,156,2350000,6.0,847.0,0,0.0,1.0,100.0,0.0,0.0,847.0,6529.0,4.0,0,0.0
3581,172,156,2350000,6.0,550.0,5,0.0,0.0,0.0,0.0,0.0,550.0,3360.0,4.0,1,0.0
3582,26,120,2350000,5.0,485.0,4,0.0,1.0,40.0,0.0,0.0,485.0,170.0,2.0,0,0.0
3583,412,453,2350000,5.0,420.0,1,0.0,1.0,30.0,0.0,0.0,420.0,1720.0,4.0,0,0.0
3584,1759,18,2350000,2.0,128.0,1,0.0,0.0,0.0,0.0,0.0,128.0,128.0,2.0,6,0.0
3585,412,156,2350000,5.0,626.0,1,0.0,1.0,30.0,1.0,30.0,626.0,1720.0,4.0,6,0.0
3586,237,18,2350000,3.0,350.0,1,0.0,0.0,0.0,0.0,0.0,350.0,350.0,2.0,0,0.0
3587,237,284,2350000,3.0,375.0,1,0.0,1.0,48.0,0.0,0.0,375.0,375.0,3.0,0,0.0
3588,33,241,2350000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,200050.0,2.0,0,0.0
3589,1678,234,2350000,5.0,800.0,0,0.0,0.0,0.0,0.0,0.0,800.0,40000.0,2.0,6,0.0
3590,1613,241,2350000,2.0,4700.0,1,0.0,0.0,0.0,1.0,4000.0,4700.0,8500.0,4.0,1,0.0
3591,316,18,2350000,2.0,201.43684820393972,1,0.0,0.0,0.0,0.0,0.0,201.43684820393972,201.43684820393972,4.0,0,0.0
3592,56,19,2310000,15.0,201.43684820393972,1,0.0,0.0,0.0,1.0,180.0,201.43684820393972,419.0,3.0,6,0.0
3593,237,120,2300000,3.0,400.0,0,0.0,0.0,0.0,0.0,0.0,400.0,200.0,2.0,0,0.0
3594,237,284,2300000,3.0,269.0,4,0.0,0.0,0.0,0.0,0.0,269.0,269.0,2.0,1,0.0
3595,666,61,2300000,8.0,11000.0,1,0.0,0.0,0.0,0.0,0.0,11000.0,50000.0,4.0,1,0.0
3596,26,156,2300000,3.0,600.0,7,0.0,0.0,0.0,1.0,120.0,600.0,600.0,2.0,0,0.0
3597,1942,120,2300000,8.0,540.0,1,1.0,1.0,47.0,1.0,32.0,540.0,270.0,2.0,6,0.0
3598,427,156,2300000,8.0,600.0,0,0.0,0.0,0.0,0.0,0.0,600.0,81788.0,4.0,6,0.0
3599,1762,18,2300000,3.0,140.0,0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,2.0,6,0.0
3600,1760,106,2300000,3.0,148.0,0,0.0,0.0,0.0,0.0,0.0,148.0,148.0,2.0,0,0.0
3601,1770,106,2300000,3.0,149.0,0,0.0,0.0,0.0,0.0,0.0,149.0,149.0,2.0,0,0.0
3602,428,156,2300000,8.0,600.0,1,0.0,0.0,0.0,0.0,0.0,600.0,81788.0,2.0,6,0.0
3603,428,234,2300000,8.0,600.0,1,0.0,0.0,0.0,0.0,0.0,600.0,81788.0,2.0,6,0.0
3604,1760,106,2300000,3.0,140.0,1,0.0,1.0,17.0,0.0,0.0,140.0,140.0,2.0,0,0.0
3605,1760,106,2300000,3.0,139.0,1,0.0,1.0,17.0,0.0,0.0,139.0,139.0,2.0,0,0.0
3606,666,61,2300000,11.0,1280.0,1,0.0,0.0,0.0,0.0,0.0,1280.0,50404.0,4.0,2,0.0
3607,1941,19,2300000,19.0,690.0,5,0.0,1.0,95.0,0.0,0.0,690.0,396.0,2.0,2,0.0
3608,212,120,2300000,5.0,482.0,0,0.0,1.0,80.0,1.0,6500.0,482.0,7150.0,4.0,1,0.0
3609,2041,453,2300000,2.0,276.0,1,0.0,0.0,0.0,0.0,0.0,276.0,35647.0,4.0,0,0.0
3610,49,19,2300000,2.0,201.43684820393972,1,0.0,0.0,0.0,1.0,255.0,201.43684820393972,472.0,2.0,6,0.0
3611,1760,284,2300000,3.0,140.0,1,0.0,1.0,17.0,0.0,0.0,140.0,140.0,3.0,0,0.0
3612,1760,18,2299000,3.0,157.0,1,0.0,0.0,0.0,0.0,0.0,157.0,157.0,2.0,6,0.0
3613,1760,18,2299000,3.0,156.0,1,0.0,0.0,0.0,0.0,0.0,156.0,156.0,2.0,6,0.0
3614,26,235,2295000,5.0,485.0,1,0.0,0.0,0.0,0.0,0.0,485.0,140.0,2.0,0,0.0
3615,26,235,2295000,5.0,485.0,1,0.0,0.0,0.0,0.0,0.0,485.0,143.0,2.0,0,0.0
3616,71,235,2295000,5.0,485.0,1,0.0,0.0,0.0,0.0,0.0,485.0,143.0,2.0,0,0.0
